cliente,edad,flag_visita_unica,indicador_frecuencia_find_semana,indicador_frecuencia_semana,indicador_genero_mas_visto,incidencia_personal_dulceria,Numero_entradas_compradas_moda,TP_boleteria,indicador_nro_visitas_mes,indicador_estreno,indicador_promocion_especiales,indicador_promocion_nino,indicador_upselling_combo,canal_venta_preferido,indicador_cliente_prime,indicador_cliente_xtreme,total_dulceria,total_boleteria,canti_visitas_periodo,tp_cliente_dulceria,PROMEDIO_ENTRADAS_COMPRADAS,Nro_entradas_totales_comprada,TP_dul_por_entrada
5797,33,1,1,0,Dibujo animado,0,3,11.25,0,1,0.6667,1,0,Complejos,0,0,0,22.5,1,0,1.5,3,0
5798,18,0,0.2,0.8,Ciencia Ficcion,0.37,1,13.5658,0,0.8387,0.6939,0,0.8667,Complejos,0,0,304.5,515.5,35,20.3,1.2895,49,6.21
5799,36,1,1,0,Drama,0,2,48,0,1,1,0,0,Complejos,0,0,0,48,1,0,2,2,0
5800,23,0,0,1,Accion,0.67,2,13,0,0.6667,0.4,0,0.3333,Complejos,0,0,61,39,3,20.3333,1.6667,5,12.2
5801,23,0,0.4286,0.5714,Accion,0.57,2,43.75,1,0.7143,0.25,0,1,Complejos,0.25,0.375,84.5,350,7,21.125,2,16,5.28
5802,22,0,0,1,Thriller,0.67,2,18.5556,0,0.5556,0.4375,0,0,Tienda Web,0,0,157.5,167,9,17.5,1.7778,16,9.84
5803,27,0,0.4722,0.5278,Dibujo animado,0.69,2,18.5443,0,0.6818,0.0148,0.0278,0.5,Tienda Web,0,0,941.5,1465,36,36.2115,1.7089,135,6.97
5804,60,0,0.2,0.8,Drama,0.6,2,29.7368,0,0.4667,0.1212,0,0.25,Complejos,0,0,204.5,565,15,17.0417,1.7368,33,6.2
5805,30,0,0.0952,0.9048,Terror,0.57,2,17.7222,0,0.5238,0.2955,0.0476,0.8333,Complejos,0,0.037,297.5,478.5,21,24.7917,1.6296,44,6.76
5806,35,0,0.1667,0.8333,Comedia,0.83,2,23.3833,0,0.3333,0.4286,0.1667,0.2,Complejos,0,0,207.5,280.6,6,41.5,1.75,21,9.88
5807,23,0,0.3333,0.6667,Terror,0.33,2,14.3,1,0.6667,0.6667,0,0,Complejos,0,0,26,71.5,3,26,1.2,6,4.33
5808,49,1,1,0,Terror,1,2,30,0,0,1,0,1,Complejos,0,0,11.5,30,1,11.5,2,2,5.75
5809,47,0,0.5556,0.4444,Accion,0.67,1,18.3333,1,0,0.6667,0,0.625,Complejos,0,0,110,165,9,13.75,1,9,12.22
5810,52,1,1,0,Ciencia Ficcion,0,3,78,0,1,0,0,0,Complejos,0,0,0,78,1,0,3,3,0
5811,44,0,0.2222,0.7778,Dibujo animado,0.56,1,12.4462,0,0.2222,0,0.1111,0.8,Tienda Web,0,0,150.5,161.8,9,30.1,1.3846,18,8.36
5812,28,1,1,0,Familiar,0,2,12,0,0,0,0,0,Complejos,0,0,0,12,1,0,2,2,0
5813,20,0,0.375,0.625,Terror,0.13,4,17.8,0,0.5714,0.2333,0,1,Complejos,0,0,10,178,8,10,3,30,0.33
5814,26,0,0.3333,0.6667,Ciencia Ficcion,0.33,3,26.3,0,0.6667,0.6667,0,0,Complejos,0,0,28,131.5,3,28,1.8,9,3.11
5815,47,1,0,1,Drama,0,2,14,0,1,1,0,0,Complejos,0,0,0,14,1,0,2,2,0
5816,38,1,0,1,Aventura,0,2,17,0,0,1,0,0,Complejos,0,0,0,17,1,0,2,2,0
5817,22,0,0,1,Terror,0.33,2,19.3333,0,0.3333,0.6667,0,0,Complejos,0,0,19.5,58,3,19.5,2,6,3.25
5818,36,1,1,0,Accion,0,1,12,0,0,0,0,0,Complejos,0,0,0,12,1,0,1,1,0
5819,27,0,0.5263,0.4737,Ciencia Ficcion,0.53,2,23.9375,0,0.4,0,0.0526,1,Tienda Web,0,0,429.5,574.5,19,42.95,2.1667,52,8.26
5820,38,0,0.8,0.2,Dibujo animado,0.8,4,19.5385,1,0.6,0.12,0.2,0.4,Tienda Web,0,0,152,254,5,30.4,1.9231,25,6.08
5821,30,0,0,1,Comedia,0,4,27.6667,0,0.5,0.4286,0,1,Complejos,0,0,18,166,4,18,2.3333,14,1.29
5822,21,0,0,1,Drama,0.5,2,26.5,0,0,1,0,0.2,Complejos,0,0,146,53,2,29.2,2,4,36.5
5823,29,0,0.6667,0.3333,Terror,0,6,43,0,0.3333,0,0,1,Tienda Web,0,0,73,129,3,73,3.6667,11,6.64
5824,19,1,0,1,Animacion,1,2,18,0,0,0,0,1,Complejos,0,0,30,18,1,30,2,2,15
5825,59,1,0,1,Musical,0,2,26,0,1,1,0,0,Complejos,0,0,0,26,1,0,2,2,0
5826,39,1,0,1,Accion,0,1,4.5,0,0,1,0,0.5,Complejos,0,0,18,4.5,1,9,1,1,18
5827,47,0,0.8571,0.1429,Dibujo animado,0.29,1,9.65,0,0.5714,0.7,0.1429,1,Complejos,0,0,11,96.5,7,5.5,1,10,1.1
5828,33,0,0.7,0.3,Familiar,0.9,4,43.5,0,0.5,0.1818,0,0.2,Tienda Web,0,0,393,478.5,10,39.3,3,33,11.91
5829,48,1,0,1,Comedia,1,2,22,1,0,0,0,0,Complejos,0,0,70,22,1,35,2,2,35
5830,22,0,0.0476,0.9524,Ciencia Ficcion,0.14,1,15.4545,3,0.7619,0.4074,0,0.75,Complejos,0,0.0909,54,340,21,13.5,1.2273,27,2
5831,23,0,0,1,Terror,0,2,12.5,0,0.5,0.3333,0,1,Tienda Web,0,0,41,25,2,41,1.5,3,13.67
5832,18,0,0,1,Animacion,0.33,2,14.2143,0,0.6667,0.1667,0,0,Complejos,0,0,46,99.5,6,23,1.7143,12,3.83
5833,35,0,1,0,Ciencia Ficcion,0,5,47.5,0,0,0.4,0.5,0,Complejos,0,0,0,142.5,2,0,3.3333,10,0
5834,36,0,0.5,0.5,Animacion,0.6,2,13.4333,3,0.5556,0.5,0.1,0.5,Complejos,0,0,191,201.5,10,31.8333,1.4667,22,8.68
5835,32,0,0.4444,0.5556,Familiar,0.89,4,24.5385,0,0.4444,0.5,0.1111,0.2222,Complejos,0,0,259.5,319,9,28.8333,2,26,9.98
5836,37,1,1,0,Drama,0,4,25,0,1,0.5,1,0,Complejos,0,0,30.5,50,1,30.5,2,4,7.63
5837,29,0,0,1,Ciencia Ficcion,0,4,21,1,0.5,0.8,0,0,Complejos,0,0,16,42,2,16,2.5,5,3.2
5838,29,0,0.4,0.6,Accion,0.8,2,16,1,0.4,0.3125,0.2,0.4,Complejos,0,0,143,176,5,28.6,1.4545,16,8.94
5839,76,0,0.4,0.6,Thriller,0.4,2,24.8,0,1,0,0,0,Complejos,0,0,34,124,5,17,2.2,11,3.09
5840,40,0,0.25,0.75,Accion,1,1,34.125,0,0.75,0.4167,0,0.25,Complejos,0,0,172,136.5,4,43,3,12,14.33
5841,42,0,0.6667,0.3333,Dibujo animado,1,2,13.1667,0,0,0,0,0.6667,Complejos,0,0,161,39.5,3,26.8333,2,6,26.83
5842,30,0,0,1,Comedia,1,2,14.7857,0,0.2,0.3333,0,0.2,Complejos,0,0,133.5,103.5,5,26.7,1.7143,12,11.13
5843,38,0,0.3333,0.6667,Aventura,0.33,2,82.6667,0,1,0,0,1,Tienda Web,1,0,58,248,3,58,2,6,9.67
5844,24,0,0.0769,0.9231,Ciencia Ficcion,0.15,1,9.5161,0,0.76,0.3778,0,0.8333,Complejos,0,0,144,295,26,24,1.4516,45,3.2
5845,39,1,1,0,Terror,1,4,60,0,0,1,0,1,Complejos,0,0,33,60,1,33,4,4,8.25
5846,29,0,0.1667,0.8333,Accion,0.5,2,22.5556,0,0.3333,0.5714,0.1667,0.1667,Complejos,0,0,164,203,6,27.3333,1.5556,14,11.71
5847,34,0,0.6667,0.3333,Comedia,0.5,2,29.6667,0,0.1667,0.3333,0,0,Complejos,0,0,82.5,178,6,27.5,2,12,6.88
5848,38,0,0.25,0.75,Accion,0.75,2,26.75,0,0.75,0,0,0.6667,Tienda Web,0,0,58,107,4,19.3333,2,8,7.25
5849,34,0,0.2727,0.7273,Comedia,0.09,2,18.1538,2,0.7273,0.0435,0,1,Tienda Web,0,0,11.5,236,11,11.5,1.7692,23,0.5
5850,31,0,1,0,Dibujo animado,0.5,2,35,0,0.5,1,0,0,Complejos,0,0,84,70,2,28,2,4,21
5851,32,0,0,1,Comedia,0.25,2,18.5,0,0.25,0.5,0,0,Complejos,0,0,22,74,4,22,2,8,2.75
5852,22,0,0,1,Ciencia Ficcion,0.56,2,11.6923,0,0.5,0.4706,0,0.2,Complejos,0,0,112,152,9,22.4,1.3077,17,6.59
5853,49,1,0,1,Dibujo animado,1,4,44,0,0,1,0,0,Complejos,0,0,26,44,1,26,4,4,6.5
5854,56,0,0.5,0.5,Accion,0,2,26,0,0,1,0,1,Complejos,0,0,49.5,52,2,49.5,2,4,12.38
5855,24,0,0,1,Accion,0.69,2,20.7857,0,0.6154,0.4231,0,0.9,Complejos,0,0,213,291,13,21.3,1.8571,26,8.19
5856,22,0,0,1,Animacion,0.5,3,32,0,1,0.6,0,0,Complejos,0,0,23.5,64,2,23.5,2.5,5,4.7
5857,31,0,0,1,Drama,0.5,2,11.5,0,0,1,0,1,Complejos,0,0,10.5,23,2,10.5,1.5,3,3.5
5858,25,0,1,0,Comedia,1,2,40,0,0.5,1,0,1,Complejos,0,0,77.5,80,2,38.75,2,4,19.38
5859,42,0,0.5,0.5,Accion,0.5,2,25.5,0,0.5,0.5,0,0,Complejos,0,0,34,51,2,34,2,4,8.5
5860,24,0,1,0,Comedia,0.45,2,45.7308,0,0.2727,0.9459,0.0909,0.6667,Complejos,0,0,139,594.5,11,23.1667,2.8462,37,3.76
5861,34,1,0,1,Ciencia Ficcion,0,2,17,1,0,0,0,0,Complejos,0,0,0,17,1,0,2,2,0
5862,41,0,0,1,Ciencia Ficcion,0,7,62.5,1,0.5,1,0,1,Complejos,0,0,30,125,2,30,6.5,13,2.31
5863,21,0,0,1,Familiar,0.5,2,14.3333,0,0.5,0.25,0,0,Complejos,0,0,26,43,2,26,1.3333,4,6.5
5864,41,0,0,1,Dibujo animado,0.5,5,41,0,0.5,0,0,0,Complejos,0,0,33,82,2,33,3.5,7,4.71
5865,62,1,0,1,Dibujo animado,0,2,12,0,0,0,0,0,Complejos,0,0,0,12,1,0,2,2,0
5866,38,0,0,1,Ciencia Ficcion,0.86,2,13.3667,0,0.5833,0.1852,0.0714,0.3571,Complejos,0,0,390.5,200.5,14,27.8929,1.8,27,14.46
5867,36,0,0.2,0.8,Terror,0.8,2,14.1111,0,0.4,0.4167,0,0.1667,Complejos,0,0,148.5,127,5,24.75,1.3333,12,12.38
5868,35,1,0,1,Comedia,1,2,15,1,1,1,0,0,Complejos,0,0,29,15,1,29,2,2,14.5
5869,35,0,0.2,0.8,Accion,0.27,4,28.0263,0,0.4667,0.2353,0,0.3333,Tienda Web,0,0,208.5,532.5,15,34.75,2.6842,51,4.09
5870,26,0,0.0769,0.9231,Accion,0.38,1,8.7885,0,0.6154,0.0714,0,0.4,Tienda Web,0,0,134,114.25,13,26.8,2.1538,28,4.79
5871,25,0,0.1667,0.8333,Terror,0,2,19.8929,2,0.3333,0.3077,0,0,Complejos,0,0,0,139.25,6,0,1.8571,13,0
5872,27,0,0,1,Aventura,0.33,1,22.625,0,0.5,0.25,0,0,Complejos,0,0,30,90.5,3,30,2,8,3.75
5873,22,0,0.2,0.8,Ciencia Ficcion,1,4,50.3333,1,0.6,0,0,0,Tienda Web,0,0.1667,336,302,5,67.2,3.1667,19,17.68
5874,25,0,0.1429,0.8571,Ciencia Ficcion,0.29,1,8.3409,0,0.2381,0.2917,0.0476,0.2857,Tienda Web,0,0,155.5,183.5,21,22.2143,1.0909,24,6.48
5875,30,0,0,1,Terror,1,2,12.3846,0,0.1111,0.4737,0.1111,0.2222,Complejos,0,0,259,161,9,28.7778,1.4615,19,13.63
5876,20,0,0.3333,0.6667,Dibujo animado,1,2,17.3,0,0,0.375,0.3333,0.6667,Complejos,0,0,100,86.5,3,33.3333,1.6,8,12.5
5877,15,1,0,1,Drama,1,12,42,0,1,1,0,0,Complejos,0,0,25,126,1,25,4,12,2.08
5878,26,0,0.6667,0.3333,Ciencia Ficcion,1,2,28.4714,1,0.5,0.1429,0,0.5,Tienda Web,0,0,198.5,199.3,6,33.0833,2,14,14.18
5879,26,0,0.125,0.875,Comedia,0.92,2,20.5,0,0.4615,0.0462,0.0417,0.12,Tienda Web,0,0,748.5,594.5,24,29.94,2.2414,65,11.52
5880,34,1,0,1,Terror,0,2,24,0,0,0,0,0,Tienda Web,0,0,0,24,1,0,2,2,0
5881,27,0,0.3333,0.6667,Ciencia Ficcion,0.33,2,9.375,0,0.3333,0.8333,0.3333,1,Complejos,0,0,16.5,37.5,3,16.5,1.5,6,2.75
5882,33,1,0,1,Drama,0,3,37.5,0,0,1,0,0,Complejos,0,0,0,37.5,1,0,3,3,0
5883,23,0,0.2,0.8,Dibujo animado,0.6,2,23.7,0,0.5,0.2917,0.1,0.375,Tienda Web,0,0,233.5,284.4,10,29.1875,2,24,9.73
5884,31,0,1,0,Comedia,0.5,2,27,0,0,0.3333,0.5,1,Complejos,0,0,34.5,81,2,34.5,2,6,5.75
5885,24,0,0,1,Terror,0,12,45.125,0,0.6667,0.3333,0,0,Tienda Web,0,0,84.5,180.5,2,28.1667,4.5,18,4.69
5886,27,0,0,1,Ciencia Ficcion,0,5,33.25,0,0.5,0.2857,0,0,Complejos,0,0,0,66.5,2,0,3.5,7,0
5887,21,0,0.25,0.75,Terror,1,2,22.3333,2,0.625,0.5625,0,0.4444,Complejos,0,0,206,201,8,22.8889,1.7778,16,12.88
5888,45,1,1,0,Familiar,1,2,10.5,0,1,0.5,1,1,Complejos,0,0,83,21,1,41.5,1,2,41.5
5889,33,1,0,1,Dibujo animado,0,5,47.5,0,0,1,0,0,Complejos,0,0,0,47.5,1,0,5,5,0
5890,22,0,0,1,Dibujo animado,1,4,25.3333,0,0,0.5,0.5,0.5,Complejos,0,0,67,76,2,33.5,2.6667,8,8.38
5891,29,1,1,0,Comedia,0,2,30,1,1,1,0,0,Complejos,0,0,0,30,1,0,2,2,0
5892,25,1,0,1,Comedia,1,2,29,0,1,1,0,0.3333,Complejos,0,0,85,29,1,28.3333,2,2,42.5
5893,50,1,0,1,Aventura,1,2,13.5,0,0,0.5,1,1,Complejos,0,0,9.5,27,1,9.5,1,2,4.75
5894,19,0,0,1,Comedia,0.67,1,20.8333,0,0,0.6667,0,0,Complejos,0,0,53,62.5,3,26.5,2,6,8.83
5895,38,1,0,1,Ciencia Ficcion,1,4,21,1,1,0,1,1,Tienda Web,0,0,12.5,42,1,12.5,2,4,3.13
5896,58,0,0.25,0.75,Ciencia Ficcion,0.25,3,23.8333,1,0.25,0,0,0,Tienda Web,0,0,29.5,143,4,29.5,1.8333,11,2.68
5897,23,1,0,1,Accion,1,3,36,0,0,1,0,1,Complejos,0,0,28.5,36,1,28.5,3,3,9.5
5898,34,0,0,1,Terror,0.5,2,18.5,0,0,0,0,0.5,Complejos,0,0,45.5,37,2,22.75,2,4,11.38
5899,34,0,0.55,0.45,Ciencia Ficcion,0.35,2,18.8036,0,0.4762,0.0476,0.05,0.5,Tienda Web,0,0,217,526.5,20,27.125,1.5,42,5.17
5900,22,0,0,1,Ciencia Ficcion,0.5,2,12.9,0,0.5,0.4545,0,0,Tienda Web,0,0,58,64.5,4,29,2.2,11,5.27
5901,34,0,0,1,Thriller,0,2,20,0,0.5,0.6667,0,0,Complejos,0,0,0,40,2,0,1.5,3,0
5902,29,0,0.4286,0.5714,Terror,0,2,14.9375,0,0.5,0.381,0,1,Complejos,0,0,31,119.5,7,31,2.625,21,1.48
5903,27,1,0,1,Animacion,1,4,32,0,0,1,0,1,Complejos,0,0,39.5,32,1,39.5,4,4,9.88
5904,43,0,0.5,0.5,Familiar,1,3,29.5,0,0,0.5,0,0.3333,Complejos,0,0,95,118,2,31.6667,1.5,6,15.83
5905,32,0,0.6,0.4,Accion,0.87,2,18.9762,1,0.7333,0.5833,0,0.6429,Complejos,0,0,460,398.5,15,32.8571,1.7143,36,12.78
5906,41,0,0.3333,0.6667,Familiar,1,4,32.25,0,0,0.3,0.3333,0.4,Complejos,0,0,103.5,129,3,20.7,2.5,10,10.35
5907,44,0,0.2,0.8,Ciencia Ficcion,1,2,14.1429,0,0.4,0.4,0,0.8333,Complejos,0,0,161.5,99,5,26.9167,1.4286,10,16.15
5908,25,0,0.2069,0.7931,Terror,0.1,1,7.2422,0,0.3333,0,0.0345,0.25,Tienda Web,0,0,148.5,231.75,29,37.125,1.3125,42,3.54
5909,63,1,0,1,Drama,0,2,26,0,0,0,0,0,Complejos,0,0,0,26,1,0,2,2,0
5910,30,0,0,1,Accion,0.5,2,16,0,0,0,0,0.3333,Complejos,0,0,38,64,4,12.6667,2,8,4.75
5911,43,0,0,1,Terror,1,2,11.6667,1,0,0.75,0,0.3333,Complejos,0,0,90.5,35,2,30.1667,1.3333,4,22.63
5912,23,0,0.2759,0.7241,Accion,0.45,2,10.2105,0,0.7742,0.3043,0.0345,0.5,Complejos,0,0,419,388,29,29.9286,1.8158,69,6.07
5913,27,1,0,1,Terror,0,4,28,1,1,0,0,0,Complejos,0,0,29,28,1,29,4,4,7.25
5914,31,0,0.4783,0.5217,Accion,0.83,2,15.4259,0,0.4545,0.1091,0.0435,0.6316,Tienda Web,0,0,659,416.5,23,34.6842,2.037,55,11.98
5915,20,0,0,1,Ciencia Ficcion,0.33,3,25.1667,0,0.6667,0.25,0,1,Complejos,0,0,38,75.5,3,38,2.6667,8,4.75
5916,35,0,0.2609,0.7391,Ciencia Ficcion,0.74,2,17.39,0,0.5306,0.596,0,0.0278,Complejos,0,0,472,869.5,46,13.1111,1.98,99,4.77
5917,23,1,1,0,Ciencia Ficcion,0,2,31,0,0,1,0,0,Complejos,0,0,0,31,1,0,2,2,0
5918,37,0,0.6923,0.3077,Comedia,0.62,4,30.5938,0,0.5714,0.4359,0.0769,0.3333,Complejos,0.0625,0.0625,338.5,489.5,13,28.2083,2.4375,39,8.68
5919,24,0,0.2857,0.7143,Comedia,0.14,3,20.5625,0,0.5714,0.4783,0.1429,0.5,Complejos,0,0,88.5,164.5,7,44.25,2.875,23,3.85
5920,21,1,0,1,Comedia,1,2,24,0,0,1,0,0,Complejos,0,0,26,24,1,26,2,2,13
5921,20,0,0.625,0.375,Ciencia Ficcion,0.75,2,15.65,0,0.5,0.75,0.125,0.5556,Complejos,0,0,236,156.5,8,26.2222,1.6,16,14.75
5922,25,0,0,1,Familiar,0,1,7,0,0.6667,0.6667,0,0,Complejos,0,0,0,21,2,0,1,3,0
5923,26,0,1,0,Ciencia Ficcion,0,2,47,0,0,0.5,0,0,Tienda Web,0,0,0,94,2,0,2,4,0
5924,50,0,0.4286,0.5714,Aventura,0.86,2,25.5,0,0.2857,0.5,0.1429,0,Complejos,0,0,169,255,7,28.1667,2,20,8.45
5925,21,1,0,1,Aventura,1,4,52,0,0,0,0,0,Complejos,0,0,68,52,1,68,4,4,17
5926,41,1,0,1,Terror,1,2,20,0,0,0,0,0,Complejos,0,0,30,20,1,30,2,2,15
5927,20,0,0.5,0.5,Comedia,1,4,14.875,0,0.5,0.3333,0.5,1,Complejos,0,0,67,59.5,2,33.5,1.5,6,11.17
5928,34,0,0.2857,0.7143,Accion,0.24,2,36.744,2,0.5789,0.0921,0,0.75,Tienda Web,0,0,226.5,918.6,21,28.3125,3.04,76,2.98
5929,74,0,0.25,0.75,Terror,0.75,2,9.0714,0,0.5,0,0,1,Complejos,0,0,92,63.5,4,30.6667,0.8571,6,15.33
5930,23,1,0,1,Familiar,0,2,14,0,0,1,0,0,Complejos,0,0,0,14,1,0,2,2,0
5931,29,1,1,0,Accion,0,2,24,0,0,1,0,0,Complejos,0,0,0,24,1,0,2,2,0
5932,23,0,0,1,Accion,0.5,1,8.5,0,0.5,0,0,0.5,Complejos,0,0,65,25.5,2,32.5,1,3,21.67
5933,26,0,0.6667,0.3333,Animacion,0.33,2,9.8,3,0.3333,0.8571,0.3333,0,Complejos,0,0,29,49,3,29,1.4,7,4.14
5934,51,0,0.2857,0.7143,Ciencia Ficcion,0.14,1,16.125,1,0.5714,0.5,0.1429,0.5,Complejos,0,0.25,66.5,129,7,33.25,1.5,12,5.54
5935,23,0,0.3871,0.6129,Ciencia Ficcion,0.29,2,20.0694,0,0.2857,0.0857,0,0.1111,Tienda Web,0,0,124.5,722.5,31,13.8333,1.9444,70,1.78
5936,40,0,0.2,0.8,Dibujo animado,0.2,3,16.5625,0,0.6,0.4,0.2,0.6667,Complejos,0,0,93,132.5,5,31,1.875,15,6.2
5937,23,0,0.5385,0.4615,Ciencia Ficcion,1,2,22.1176,0,0.3077,0.4667,0,0.4286,Complejos,0,0,352.5,376,13,25.1786,1.7647,30,11.75
5938,42,1,1,0,Familiar,1,3,37,0,1,0.6667,1,0,Complejos,0,0,33,74,1,33,1.5,3,11
5939,36,0,0.1667,0.8333,Ciencia Ficcion,0.67,2,21.1,0,0.5714,0.5556,0,0.3571,Complejos,0,0,248.5,422,18,17.75,1.8,36,6.9
5940,34,1,1,0,Aventura,0,2,46,0,0,1,0,0,Complejos,0,0,31,46,1,31,2,2,15.5
5941,43,0,0.35,0.65,Accion,0.95,3,21.8793,0,0.6316,0.1639,0.05,0,Complejos,0,0,596,634.5,20,29.8,2.1034,61,9.77
5942,28,0,0.5,0.5,Familiar,0,3,32.5,0,0.5,0.6,0,1,Complejos,0,0,67,65,2,33.5,2.5,5,13.4
5943,26,1,0,1,Ciencia Ficcion,1,4,44,1,0,0,0,1,Complejos,0,1,47.5,44,1,47.5,4,4,11.88
5944,31,0,0.3333,0.6667,Ciencia Ficcion,0.5,2,13.2143,1,0.6667,0.6429,0.1667,0.5,Complejos,0,0,106,92.5,6,26.5,2,14,7.57
5945,38,0,0.2,0.8,Accion,0.8,4,28.75,1,0.6,0.7333,0,0.8,Complejos,0,0,110,172.5,5,22,2.5,15,7.33
5946,39,0,0.1667,0.8333,Ciencia Ficcion,0.5,2,15.7609,0,0.1765,0.1282,0.0556,0.7778,Tienda Web,0,0,215.5,362.5,18,23.9444,1.6957,39,5.53
5947,46,0,0.5,0.5,Dibujo animado,0.5,4,35,0,0.75,0.6875,0.25,1,Complejos,0,0,50,245,4,25,2.2857,16,3.13
5948,30,0,0,1,Accion,0.8,2,20.6,0,0.6,0,0,0.75,Tienda Web,0,0,85.5,103,5,21.375,2.2,11,7.77
5949,35,0,0.25,0.75,Ciencia Ficcion,0.88,4,6.1371,0,0.1429,0.4103,0,1,Tienda Web,0,0,522,214.8,8,47.4545,1.1143,39,13.38
5950,20,0,0,1,Accion,1,3,22.5,0,0.5,0.6,0,0.3333,Complejos,0,0,65,45,2,21.6667,2.5,5,13
5951,57,1,1,0,Ciencia Ficcion,0,3,54,0,1,1,0,0,Complejos,0,0,0,54,1,0,3,3,0
5952,40,1,0,1,Accion,1,4,44,0,1,1,0,1,Complejos,0,0,57,44,1,57,4,4,14.25
5953,37,0,1,0,Drama,0.5,3,46,1,0.25,0,0,0.25,Tienda Web,0,0,102.5,184,4,25.625,2.5,10,10.25
5954,22,0,0,1,Accion,0.67,1,8.625,0,0.6667,0.5,0,0,Tienda Web,0,0,32,34.5,3,16,1,4,8
5955,43,1,1,0,Terror,0,4,56,1,1,1,0,0,Complejos,0,0,0,56,1,0,4,4,0
5956,32,0,0,1,Animacion,0.5,4,19.2143,1,0.75,0,0.25,0.3333,Tienda Web,0,0,108,134.5,4,36,2,14,7.71
5957,52,0,1,0,Familiar,0,4,42,0,0,0.5,0,0,Tienda Web,0,0,0,84,2,0,4,8,0
5958,40,1,1,0,Familiar,0,4,52,0,1,1,0,0,Complejos,0,0,32,52,1,32,4,4,8
5959,49,0,0.7778,0.2222,Ciencia Ficcion,0.56,4,36.7097,0,0.4737,0.1404,0,0.1818,Tienda Web,0.0323,0,335,1138,18,30.4545,1.8387,57,5.88
5960,44,0,0.6,0.4,Animacion,1,2,33.25,0,0.6,0.25,0.2,0.2857,Tienda Web,0,0,246,266,5,35.1429,2,16,15.38
5961,23,0,0,1,Terror,0,2,17.5,0,0,0.5,0,0,Complejos,0,0,0,35,2,0,2,4,0
5962,37,0,0.3333,0.6667,Drama,1,2,90.6667,0,0.3333,0,0,1,Tienda Web,1,0,167,272,3,41.75,2.6667,8,20.88
5963,28,0,0,1,Comedia,1,2,23,0,0,0.5,0,0.6667,Complejos,0,0,98.5,46,2,32.8333,2,4,24.63
5964,34,1,1,0,Accion,0,1,14,0,0,1,0,0,Complejos,0,0,0,14,1,0,1,1,0
5965,32,0,0.5,0.5,Animacion,0,3,20,0,0,0.8333,0.5,0,Complejos,0,0,0,60,2,0,2,6,0
5966,50,1,1,0,Accion,1,2,36,0,0,1,0,1,Complejos,0,0,25,36,1,25,2,2,12.5
5967,32,0,0.5,0.5,Terror,0,1,16,1,0.5,0.5,0,0,Complejos,0,0,0,32,2,0,1,2,0
5968,39,0,0.5,0.5,Animacion,1,3,18,0,0.5,0.5,0.5,0.5,Complejos,0,0,74,90,2,37,1.2,6,12.33
5969,42,1,0,1,Familiar,1,2,35,0,1,1,0,0,Complejos,0,0,33,35,1,33,2,2,16.5
5970,41,0,1,0,Comedia,0.67,1,17.6,1,0.3333,0.1667,0.3333,0,Complejos,0,0,57,88,3,28.5,1.2,6,9.5
5971,20,0,0.3846,0.6154,Dibujo animado,0.62,2,18.9688,0,0.5385,0.6154,0,1,Complejos,0,0,225,303.5,13,28.125,1.625,26,8.65
5972,26,0,0.2,0.8,Terror,0.6,2,23.3,0,0.8,0.6364,0,0.3333,Complejos,0,0,71.5,116.5,5,23.8333,2.2,11,6.5
5973,37,0,0.3333,0.6667,Animacion,0.67,2,28.8667,1,0.3333,0,0,1,Tienda Web,0,0,91,86.6,3,30.3333,1.6667,5,18.2
5974,17,0,0.2105,0.7895,Ciencia Ficcion,0,1,11.425,0,0.3,0.5,0,0,Complejos,0,0,0,228.5,19,0,1.1,22,0
5975,47,0,0.6667,0.3333,Familiar,0.67,2,18.4286,0,0.3333,0.4545,0.3333,1,Complejos,0,0,137.5,129,3,45.8333,1.5714,11,12.5
5976,32,0,1,0,Comedia,0,2,7.9857,1,0.3333,0.625,0,0,Complejos,0,0,0,55.9,3,0,1.1429,8,0
5977,34,1,1,0,Ciencia Ficcion,1,5,32,0,0,0.6,1,0.5,Complejos,0,0,76.5,64,1,38.25,2.5,5,15.3
5978,36,0,0.3333,0.6667,Ciencia Ficcion,0.33,2,12.125,2,0.6667,0,0,0,Tienda Web,0,0,22,48.5,3,22,1.5,6,3.67
5979,27,0,0,1,Comedia,1,1,15.75,0,0.5,0.75,0,0.3333,Complejos,0,0,74,63,3,24.6667,1,4,18.5
5980,27,0,0.3636,0.6364,Dibujo animado,0.64,2,18.916,0,0.4286,0.2,0,0.0357,Tienda Web,0,0,303,472.9,22,10.8214,2,50,6.06
5981,41,0,0.125,0.875,Dibujo animado,0.94,2,24.5682,0,0.8,0.0556,0.0625,0.4,Complejos,0,0,542,540.5,16,27.1,2.4545,54,10.04
5982,17,1,0,1,Familiar,1,3,4.6667,0,1,0.3333,0,1,Complejos,0,0,35.5,14,1,35.5,1,3,11.83
5983,24,0,0.1154,0.8846,Accion,0.65,2,15.2321,0,0.36,0.4706,0,0.2353,Complejos,0,0,288.5,426.5,26,16.9706,1.8214,51,5.66
5984,35,1,0,1,Dibujo animado,1,9,49,0,0,0.4444,1,0.5,Complejos,0,0,60,196,1,30,2.25,9,6.67
5985,22,0,0.2105,0.7895,Terror,0.32,2,14.14,0,0.7222,0.4615,0.0526,0.2222,Complejos,0,0,121.5,353.5,19,13.5,2.08,52,2.34
